"exp","subject","contest","strong_strength","strong_incentive","weak_strength","weak_incentive","incentive"
"exp2",88,5,6,105,5.5,115,100
"exp2",88,5,6,105,6,105,95
"exp2",89,1,6.5,95,5,125,50
"exp2",89,1,6.5,95,5.5,115,90
"exp2",89,1,6.5,95,6.5,95,95
"exp2",89,2,6,105,5,125,100
"exp2",89,2,6,105,5.5,115,100
"exp2",89,2,6,105,6,105,100
"exp2",89,3,9.5,65,5,125,60
"exp2",89,3,9.5,65,6.5,95,60
"exp2",89,3,9.5,65,9.5,65,60
"exp2",89,4,8,75,5,125,65
"exp2",89,4,8,75,6.5,95,65
"exp2",89,4,8,75,8,75,65
"exp2",89,5,7.5,85,5,125,75
"exp2",89,5,7.5,85,6,105,75
"exp2",89,5,7.5,85,7.5,85,75
"exp2",90,1,9.5,65,5,125,70
"exp2",90,1,9.5,65,6.5,95,50
"exp2",90,1,9.5,65,9.5,65,45
"exp2",90,2,6.5,95,5,125,80
"exp2",90,2,6.5,95,5.5,115,75
"exp2",90,2,6.5,95,6.5,95,65
"exp2",90,3,7.5,85,5,125,80
"exp2",90,3,7.5,85,6,105,70
"exp2",90,3,7.5,85,7.5,85,60
"exp2",90,4,6,105,5,125,90
"exp2",90,4,6,105,5.5,115,80
"exp2",90,4,6,105,6,105,75
"exp2",90,5,8,75,5,125,80
"exp2",90,5,8,75,6.5,95,65
"exp2",90,5,8,75,8,75,50
"exp2",91,1,6,105,5,125,125
"exp2",91,1,6,105,5.5,115,115
"exp2",91,1,6,105,6,105,105
"exp2",91,2,9.5,65,5,125,65
"exp2",91,2,9.5,65,6.5,95,65
"exp2",91,2,9.5,65,9.5,65,65
"exp2",91,3,6.5,95,5,125,95
"exp2",91,3,6.5,95,5.5,115,95
"exp2",91,3,6.5,95,6.5,95,95
"exp2",91,4,7.5,85,5,125,85
"exp2",91,4,7.5,85,6,105,85
"exp2",91,4,7.5,85,7.5,85,85
"exp2",91,5,8,75,5,125,75
"exp2",91,5,8,75,6.5,95,75
"exp2",91,5,8,75,8,75,75
"exp2",92,1,9.5,65,5,125,125
"exp2",92,1,9.5,65,6.5,95,95
"exp2",92,1,9.5,65,9.5,65,65
"exp2",92,2,7.5,85,5,125,125
"exp2",92,2,7.5,85,6,105,105
"exp2",92,2,7.5,85,7.5,85,85
"exp2",92,3,6,105,5,125,105
"exp2",92,3,6,105,5.5,115,105
"exp2",92,3,6,105,6,105,105
"exp2",92,4,6.5,95,5,125,95
"exp2",92,4,6.5,95,5.5,115,95
"exp2",92,4,6.5,95,6.5,95,95
"exp2",92,5,8,75,5,125,75
"exp2",92,5,8,75,6.5,95,75
"exp2",92,5,8,75,8,75,75
"exp2",93,1,6,105,5,125,125
"exp2",93,1,6,105,5.5,115,115
"exp2",93,1,6,105,6,105,105
"exp2",93,2,9.5,65,5,125,115
"exp2",93,2,9.5,65,6.5,95,95
"exp2",93,2,9.5,65,9.5,65,65
"exp2",93,3,6.5,95,5,125,110
"exp2",93,3,6.5,95,5.5,115,95
"exp2",93,3,6.5,95,6.5,95,85
"exp2",93,4,8,75,5,125,100
"exp2",93,4,8,75,6.5,95,80
"exp2",93,4,8,75,8,75,60
"exp2",93,5,7.5,85,5,125,70
"exp2",93,5,7.5,85,6,105,65
"exp2",93,5,7.5,85,7.5,85,55
"exp2",94,1,7.5,85,5,125,70
"exp2",94,1,7.5,85,6,105,60
"exp2",94,1,7.5,85,7.5,85,50
"exp2",94,2,8,75,5,125,70
"exp2",94,2,8,75,6.5,95,60
"exp2",94,2,8,75,8,75,55
"exp2",94,3,6,105,5,125,65
"exp2",94,3,6,105,5.5,115,60
"exp2",94,3,6,105,6,105,55
"exp2",94,4,6.5,95,5,125,70
"exp2",94,4,6.5,95,5.5,115,60
"exp2",94,4,6.5,95,6.5,95,50
"exp2",94,5,9.5,65,5,125,70
"exp2",94,5,9.5,65,6.5,95,55
"exp2",94,5,9.5,65,9.5,65,45
"exp2",95,1,7.5,85,5,125,110
"exp2",95,1,7.5,85,6,105,95
"exp2",95,1,7.5,85,7.5,85,90
"exp2",95,2,9.5,65,5,125,65
"exp2",95,2,9.5,65,6.5,95,60
"exp2",95,2,9.5,65,9.5,65,55
"exp2",95,3,6,105,5,125,65
"exp2",95,3,6,105,5.5,115,55
"exp2",95,3,6,105,6,105,50
"exp2",95,4,8,75,5,125,70
"exp2",95,4,8,75,6.5,95,70
"exp2",95,4,8,75,8,75,65
"exp2",95,5,6.5,95,5,125,75
"exp2",95,5,6.5,95,5.5,115,70
"exp2",95,5,6.5,95,6.5,95,65
"exp2",96,1,8,75,5,125,75
"exp2",96,1,8,75,6.5,95,75
"exp2",96,1,8,75,8,75,75
"exp2",96,2,7.5,85,5,125,85
"exp2",96,2,7.5,85,6,105,85
"exp2",96,2,7.5,85,7.5,85,85
"exp2",96,3,9.5,65,5,125,65
"exp2",96,3,9.5,65,6.5,95,65
"exp2",96,3,9.5,65,9.5,65,65
"exp2",96,4,6.5,95,5,125,95
"exp2",96,4,6.5,95,5.5,115,95
"exp2",96,4,6.5,95,6.5,95,95
"exp2",96,5,6,105,5,125,105
"exp2",96,5,6,105,5.5,115,105
"exp2",96,5,6,105,6,105,105
"exp2",97,1,9.5,65,5,125,100
"exp2",97,1,9.5,65,6.5,95,80
"exp2",97,1,9.5,65,9.5,65,40
"exp2",97,2,8,75,5,125,100
"exp2",97,2,8,75,6.5,95,80
"exp2",97,2,8,75,8,75,60
"exp2",97,3,6,105,5,125,90
"exp2",97,3,6,105,5.5,115,80
"exp2",97,3,6,105,6,105,70
"exp2",97,4,6.5,95,5,125,90
"exp2",97,4,6.5,95,5.5,115,80
"exp2",97,4,6.5,95,6.5,95,70
"exp2",97,5,7.5,85,5,125,90
"exp2",97,5,7.5,85,6,105,80
"exp2",97,5,7.5,85,7.5,85,70
"exp2",98,1,7.5,85,5,125,125
"exp2",98,1,7.5,85,6,105,105
"exp2",98,1,7.5,85,7.5,85,85
"exp2",98,2,6.5,95,5,125,95
"exp2",98,2,6.5,95,5.5,115,95
"exp2",98,2,6.5,95,6.5,95,95
"exp2",98,3,8,75,5,125,65
"exp2",98,3,8,75,6.5,95,65
"exp2",98,3,8,75,8,75,65
"exp2",98,4,9.5,65,5,125,50
"exp2",98,4,9.5,65,6.5,95,50
"exp2",98,4,9.5,65,9.5,65,50
"exp2",98,5,6,105,5,125,50
"exp2",98,5,6,105,5.5,115,50
"exp2",98,5,6,105,6,105,40
